sku,name,brand,price,currency,in_stock,category,colors
XPRS-00185,Bosch Electric Grill 2000W 3 in 1 Toaster Sandwich Maker Grill Black - TCG3323,Bosch,5199.00,EGP,10,Grills,
XPRS-00186,Choetech HDMI to HDMI Cable 4K - 2M - Black XHH02-BK,Choetech,211.00,EGP,10,HDMI Cables,Black
XPRS-00187,Choetech 8K HDMI Cable 2M - Black XHH01-BK,Choetech,664.00,EGP,10,HDMI Cables,Black
XPRS-00188,Anker Nano USB C to HDMI Cable 6ft 4K@60Hz Ultra-Fast Braided Nylon Adapter Cable - Black,Anker,1348.00,EGP,10,HDMI Cables,Black|Gray
XPRS-00189,Green Lion Trim Flex Hair & Beard Trimmer | Cordless Green/Black,Green Lion,1099.00,EGP,10,Hair Clippers & Trimmers,Green
XPRS-00190,Green Lion Ultra Glide Shaver | Precision Grooming Black/Silver,Green Lion,1099.00,EGP,10,Hair Clippers & Trimmers,
XPRS-00191,Oraimo Clipper Precise Blades – OPC‑CL30,Oraimo,1099.00,EGP,10,Hair Clippers & Trimmers,Silver
XPRS-00192,Porodo Lifestyle Hair Clipper | Rechargeable LED Display Gray,Porodo,1099.00,EGP,10,Hair Clippers & Trimmers,Gray
XPRS-00193,Green Lion Professional Hair Clipper | Type‑C Charging Green,Green Lion,1299.00,EGP,10,Hair Clippers & Trimmers,Green
XPRS-00194,Oraimo Smart Clipper 2 Prestige – OPC‑CL33N,Oraimo,1499.00,EGP,10,Hair Clippers & Trimmers,Black
XPRS-00195,Porodo Lifestyle Multi-purpose Beard Trimmer And Smooth Seamless Shave - Black,Porodo,1499.00,EGP,10,Hair Clippers & Trimmers,Black
XPRS-00196,Green Lion Professional Hair Clipper | 1400mAh Rechargeable Black,Green Lion,1699.00,EGP,10,Hair Clippers & Trimmers,Black
XPRS-00197,Xiaomi Grooming Kit Pro Waterproof Beard Trimmer & Electric Shaver – Black,Xiaomi,3299.00,EGP,10,Hair Clippers & Trimmers,
XPRS-00198,"Enzo Hair Dryer 1600W, Powerful & Professional Blow Dryer - White - EN-6005",Enzo,1099.00,EGP,10,Hair Dryers,White
XPRS-00199,"Rush Brush D2 Pro 2500W Hair Dryer, with Removable Air Filter - Black",Rush Brush,2099.00,EGP,10,Hair Dryers,Black
XPRS-00200,Xiaomi Compact Hair Dryer H101 - White,Xiaomi,2199.00,EGP,10,Hair Dryers,White
XPRS-00201,"Philips Hair Dryer Series 5000, 2100W - White - BHD500-00",Philips,2699.00,EGP,10,Hair Dryers,White
XPRS-00202,"Rush Brush D3 Ultra Hair Dryer, 2400W, 3 Heat & 2 Speed - Rose Gold",Rush Brush,2899.00,EGP,10,Hair Dryers,Rose Gold
XPRS-00203,Philips DryCare Prestige 2300W - Pink\White - HP8281,Philips,3899.00,EGP,10,Hair Dryers,Pink
XPRS-00204,Rush Brush C1 Cool Curler | Fast Heat PTC System,Rush Brush,3799.00,EGP,10,Hair Straighteners,Pink|Purple
XPRS-00205,RAVPower Stereo Wired Earphones 3.5mm Plug - Black,RAVPower,409.00,EGP,10,Headphones,Black
XPRS-00206,RAVPower Stereo Wired Earphones Type-C Plug - Black,RAVPower,703.00,EGP,10,Headphones,Black
XPRS-00207,Apple AirPods 4 with Active Noise Cancellation,Apple,13955.00,EGP,10,Headphones,
XPRS-00208,L'avvento earphone HP66L with Mic 3.5mm Volume Control - Blue,L'avvento,292.00,EGP,10,Headphones & Headsets,Blue
XPRS-00209,L'avvento earphone HP66R with Mic 3.5mm Volume Control - Red,L'avvento,292.00,EGP,10,Headphones & Headsets,Red
XPRS-00210,L'avvento earphone HP66B with Mic 3.5mm Volume Control - Black,L'avvento,292.00,EGP,10,Headphones & Headsets,Black
XPRS-00211,L'avvento (HP06A) Headphone Stereo Golden Plug With 40mm Speaker Driver - 1.5M - Gray,L'avvento,620.00,EGP,10,Headphones & Headsets,Gray
XPRS-00212,Apple Airpods Max (USB-C),Apple,39055.00,EGP,10,Headphones & Headsets,Astral Black|Ocean Blue|Purple|Orange 12 F|White
XPRS-00213,Recci Gaming Earphone RT23,Recci,930.00,EGP,10,Headsets,Black
XPRS-00214,hoco Headphones W104 Drift gaming headset,Hoco,967.00,EGP,10,Headsets,Multicolor|Black|Blue|Red
XPRS-00215,hoco Headphones W102 Cool tour gaming headset,Hoco,1407.00,EGP,10,Headsets,Multicolor|Black|Blue|Red
XPRS-00216,Cellularline Vivid Headset TWS ANC - Black,Cellularline,2414.00,EGP,10,Headsets,Black
XPRS-00217,Purity Electric Radiator 50*70-300W,Purity,11399.00,EGP,10,Heating Radiators,Black|Silver|Gold
XPRS-00218,Purity Electric Radiator Black 50*90-400W,Purity,12599.00,EGP,10,Heating Radiators,Silver|Gold|Black
XPRS-00219,Sony DualSense wireless controller for PS5 - Chroma Pearl,Sony,4499.00,EGP,10,Home Game Console Accessories,Chroma Pearl
XPRS-00220,Sony DualSense wireless controller for PS5 - Starlight Blue,Sony,4499.00,EGP,10,Home Game Console Accessories,Sky Cyan
XPRS-00221,Sony DualSense wireless controller for PS5 - Volcanic Red,Sony,4499.00,EGP,10,Home Game Console Accessories,Volcanic Red
XPRS-00222,Sony DualSense wireless controller for PS5 - Burgundy,Sony,4499.00,EGP,10,Home Game Console Accessories,Burgundy
XPRS-00223,Sony DualSense wireless controller for PS5 - Purple,Sony,4499.00,EGP,10,Home Game Console Accessories,Purple
XPRS-00224,Sony DualSense wireless controller for PS5 - Pink,Sony,4499.00,EGP,10,Home Game Console Accessories,Pink
XPRS-00225,BLOWBRUSHER 3‑in‑1 Hair Styling Brush | Black/RoseGold,BLOWBRUSHER,2599.00,EGP,10,Hot Air Brushes,Black
XPRS-00226,Rush Brush V3 Pro Hair Straightener | 1400W 4 Temperatures,Rush Brush,5299.00,EGP,10,Hot Air Brushes,Black|Red|Navy Blue|Purple
XPRS-00227,Recci REP-L37 In-Ear Professional Sound Isolation 3.5mm Headphones,Recci,175.00,EGP,10,In-Ear Headphones,Black
XPRS-00228,L'avvento Wired Earphone With Mic And Volume Control 3.5mm - Black,L'avvento,209.00,EGP,10,In-Ear Headphones,Black
XPRS-00229,RECCI REP-L27 HD SOUND WIRED EARPHONE (TYPE-C),Recci,230.00,EGP,10,In-Ear Headphones,White
XPRS-00230,hoco Wired earphones 3.5mm M85 Platinum with mic - Black Night,Hoco,233.00,EGP,10,In-Ear Headphones,Black|Red
XPRS-00231,hoco Wired earphones 3.5mm M85 Platinum with mic - silver,Hoco,281.00,EGP,10,In-Ear Headphones,
XPRS-00232,hoco M115 Sagacious universal earphones with microphone Type-C,Hoco,294.00,EGP,10,In-Ear Headphones,
XPRS-00233,Cellularline Capsule Earphones 3.5MM - White,Cellularline,382.00,EGP,10,In-Ear Headphones,White
XPRS-00234,hoco Wired earphones M30 Glaring with microphone - Red,Hoco,416.00,EGP,10,In-Ear Headphones,
XPRS-00235,hoco Wired earphones M30 Glaring with microphone - Orange,Hoco,416.00,EGP,10,In-Ear Headphones,
XPRS-00236,Oraimo FreePods Neo ENC Wireless Earbuds (OTW-330S) Black,Oraimo,444.00,EGP,10,In-Ear Headphones,Black
XPRS-00237,Recci REP-L09 Headphones In-Ear Wired with Microphone,Recci,455.00,EGP,10,In-Ear Headphones,White
XPRS-00238,hoco Headphones W24 Enlighten wired with mic set with earphones,Hoco,527.00,EGP,10,In-Ear Headphones,Blue|Purple|Red|Multicolor|Gold
XPRS-00239,Cellularline Capsule Earphones USB-C,Cellularline,527.00,EGP,10,In-Ear Headphones,White|Black
XPRS-00240,Cellularline ORBIT Wired Earphones USB-C - White,Cellularline,703.00,EGP,10,In-Ear Headphones,White
XPRS-00241,oraimo SpaceBuds Air 38 Hours Smart Finder True Wireless Earbuds,Oraimo,819.00,EGP,10,In-Ear Headphones,Black|White
XPRS-00242,oraimo Necklace Lite Call Vibration Wireless Headphones,Oraimo,820.00,EGP,10,In-Ear Headphones,Black|Blue
XPRS-00243,WiWU Airbuds True Wireless Stereo - White,wiwu,937.00,EGP,10,In-Ear Headphones,White
XPRS-00244,Oraimo FreePods 3C True Wireless Earbuds - Black OEB-E104DC,Oraimo,979.00,EGP,10,In-Ear Headphones,Black
XPRS-00245,Oraimo SpaceBuds Z ANC Earbuds (OTW-625) Black,Oraimo,995.00,EGP,10,In-Ear Headphones,Black
XPRS-00246,Recci G600C Pro Wireless Earbuds Active Noise Cancellation (ANC) Touch Control,Recci,1025.00,EGP,10,In-Ear Headphones,White
XPRS-00247,hoco Wired earphones 3.5mm M45 Promenade with microphone,Hoco,1037.00,EGP,10,In-Ear Headphones,
XPRS-00248,WiWU Airbuds Pro True Wireless Stereo - White,wiwu,1055.00,EGP,10,In-Ear Headphones,White
XPRS-00249,Choetech BH-T18 True Wireless Earbuds - Black,Choetech,1171.00,EGP,10,In-Ear Headphones,Black
XPRS-00250,Philips 1000 Series Earbuds,Philips,1199.00,EGP,10,In-Ear Headphones,Black|White
XPRS-00251,WiWU T12 Pure Sound True Wireless Stereo Earbuds - Black,wiwu,1288.00,EGP,10,In-Ear Headphones,Black
XPRS-00252,SoundPeats Clear Wireless EarBuds-Black,SoundPeats,1395.00,EGP,10,In-Ear Headphones,
XPRS-00253,WiWU Earbuds Pro 2 True Wireless Stereo - White,wiwu,1407.00,EGP,10,In-Ear Headphones,White
XPRS-00254,CardoO Buds ANC,CardoO,1549.00,EGP,10,In-Ear Headphones,Black|White
XPRS-00255,Choetech BH-T17 True Wireless Earbuds - Black,Choetech,1776.00,EGP,10,In-Ear Headphones,Black
XPRS-00256,Philips 3000 Series Noise Canceling Earbuds - Black,Philips,1873.00,EGP,10,In-Ear Headphones,
XPRS-00257,CellularLine Crystal Earphones TWS ENC - Blue,Cellularline,2282.00,EGP,10,In-Ear Headphones,Blue
XPRS-00258,Anker Soundcore C30i Earbuds Black,Anker,2299.00,EGP,10,In-Ear Headphones,Black
XPRS-00259,oraimo SpaceBuds Hybrid ANC True Wireless Earbuds Customized Voice Prompt,Oraimo,2461.00,EGP,10,In-Ear Headphones,Black|White
XPRS-00260,Nothing CMF Buds 2A,CMF,2615.00,EGP,10,In-Ear Headphones,Black|Gray|Orange 12 F
XPRS-00261,Nothing CMF Buds,CMF,2929.00,EGP,10,In-Ear Headphones,Black|Gray|Orange 12 F
XPRS-00262,Nothing CMF Buds Pro,CMF,3020.00,EGP,10,In-Ear Headphones,Black|Gray|Orange 12 F
XPRS-00263,Nothing CMF Buds Pro 2,CMF,3870.00,EGP,10,In-Ear Headphones,Blue|Orange 12 F
XPRS-00264,Anker Soundcore P41i Wireless Earbuds With Portable Phone Charger (Built-In),Anker,3900.00,EGP,10,In-Ear Headphones,Black|White
XPRS-00265,Oraimo SpaceBuds Pro Hybrid ANC Wireless Earbuds OTW-930,Oraimo,4098.00,EGP,10,In-Ear Headphones,Gray
XPRS-00266,Motorola moto Buds XT2443-1 Wireless Earbuds,Motorola,4103.00,EGP,10,In-Ear Headphones,Black|Skyline Blue
XPRS-00267,Nothing Earbuds ear (a),Nothing,8211.00,EGP,10,In-Ear Headphones,White|Black
XPRS-00268,Apple AirPods 4,Apple,11184.00,EGP,10,In-Ear Headphones,White
XPRS-00269,"Philips 1000 Series Steam Iron, 1800 Watt, 250 ml, Purple White - DST1020/30",Philips,1199.00,EGP,10,Irons,Purple
XPRS-00270,"Philips Steam Iron DST3020, 2200W Powerful Steam to Tackle Every Crease - Blue",Philips,2099.00,EGP,10,Irons,Blue
XPRS-00271,"Tornado Portable Steam Iron, 1100 Watts - White and Blue - TST-HS1300",Tornado,3599.00,EGP,10,Irons,White
XPRS-00272,"Xiaomi Mijia Portable Blender, White – MJZZB02PL",Xiaomi,2199.00,EGP,10,Juicers,White
XPRS-00273,"HP 14a-na0702ds 14"" HD Chromebook, Intel Celeron N4120, 1.10GHz, 4GB RAM, 128GB eMMC, ChromeOS",HP,13000.00,EGP,10,Laptops,White
XPRS-00274,"ASUS Vivobook Go 15 (E1504FA-BQ8233W) Amd Ryzen 3-30, 8GB RAM, 256GB SSD, AMD Radeon™ Graphics, 15.6"" 60Hz Display, Win11 H",ASUS,19333.00,EGP,10,Laptops,Silver|Gray
XPRS-00275,LENOVO IdeaPad Slim 3 15IRH8 - Intel Core i5-13420H - Intel UHD Graphics (16GB Ram / 512GB SSD) with Bag - Win11 H - 2Y Warranty - Grey,Lenovo,28888.00,EGP,10,Laptops,Gray
XPRS-00276,"ASUS Vivobook 16 (X1605VA-OACH565W) Intel Core i5-13420H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, 16"" OLED 60Hz Display, Win11 H",ASUS,32999.00,EGP,10,Laptops,Silver
XPRS-00277,"ASUS Vivobook 16 (X1605VA-ACH007W) Intel Core i7-13620H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, 16"" 60Hz Display, Win11 H",ASUS,34299.00,EGP,10,Laptops,Silver
XPRS-00278,"ASUS Vivobook 16 (X1605VA-OLED507W) Intel Core i7-13620H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, 16"" OLED 60Hz Display, Win11 H",ASUS,37777.00,EGP,10,Laptops,Silver
XPRS-00279,"ASUS Vivobook 16 (X1607QA-MB054W) Snapdragon® X1-26 16GB RAM, 1TB SSD, Qualcomm® Adreno™ GPU, 16"" 60Hz Display, Win11 H",ASUS,39333.00,EGP,10,Laptops,Silver
XPRS-00280,Lenovo Think Pad E14 Gen 6 - Intel Core Ultra 7 155H - 16GB Ram - 512GB SSD - Intel Arc Graphics,Lenovo,45999.00,EGP,10,Laptops,Black|Gray
XPRS-00281,"MSI Modern 15 H AI C2HM, Intel Core Ultra 9 285H, 16GB RAM, 1TB SSD, Intel® Arc Graphics, 15.6” FHD 60Hz, Win11, Classic Black - 9S7-15H551-266",MSI,48122.00,EGP,10,Laptops,Black
XPRS-00282,ASUS Zenbook A14 ( UX3407QA-QD232W ) Qualcom Snapdragon X X1 26 100 Adreno GPU – (16GB / 1TB) 14-INCH OLED Display – Win 11,ASUS,48999.00,EGP,10,Laptops,Gray
XPRS-00283,ASUS Vivobook 14 Flip (TP3407SA-QL039W) OLED 14-Inch Touch Screen - Ultra 7 256V - 16GB Ram 512GB - Intel Arc - Windows 11,ASUS,52499.00,EGP,10,Laptops,Gray
XPRS-00284,ASUS Vivobook S16 (M5606KA-RI417W) OLED – 16-INCH 3K 120Hz Display- AMD Ryzen AI 7 350 - 24GB Ram 1TB SSD – Windows 11,ASUS,52900.00,EGP,10,Laptops,Silver
XPRS-00285,ASUS TUF Gaming F16 (FX607VU-RL165W) IntelCore 5 210H - RTX 4050 (16GB Ram / 512GB SSD) 16 INCH FHD 144Hz Display - Windows 11,ASUS,53299.00,EGP,10,Laptops,Black|Gold
XPRS-00286,"ASUS TUF Gaming F16 (FX607VU-RL167W) Intel Core 7 240H, 16GB RAM, 512GB SSD RTX, 4050-6G, 16"" 144Hz Display, Win11 H",ASUS,59999.00,EGP,10,Laptops,Black
XPRS-00287,"ASUS Zenbook 14 (UM3406GA-QL157W) AMD Ryzen AI 7 445, 16GB RAM, 512GB SSD, AMD Radeon™ Graphics, 14"" 60Hz Display Win11 H",ASUS,61999.00,EGP,10,Laptops,Gray|Black
XPRS-00288,"ASUS Zenbook 14 (UX3405CA-NT319W) Intel CORE ULTRA 9 285H, 32GB RAM, 1TB SSD, Intel® Arc™ Graphics, 14"" NON-TOUCH 120Hz, Win11 H",ASUS,82111.00,EGP,10,Laptops,Silver
XPRS-00289,"ASUS Zenbook 14 (UX3405CA-SU319W) Intel CORE ULTRA 9 285H, 32GB RAM, 1TB SSD, Intel® Arc™ Graphics, 14"" TOUCH Screen 120Hz, Win11 H",ASUS,84999.00,EGP,10,Laptops,Silver
XPRS-00290,"MSI Summit 13 AI Evo - X360 Intel Core Ultra9 288V AI+ Evo - 32GB Ram, 1TB SSD Storage - 13.3 inches Display touch Screen - Finger Print",MSI,89099.00,EGP,10,Laptops,Black
XPRS-00291,ASUS Zenbook DUO (UX8406MA) Ultra 7 155H - Intel Arc Graphics  (16GB Ram / 1TB SSD) 14 inches 3K OLED Touchscreen - Windows 11 - Sleeve Included - Inkwell Grey,ASUS,103999.00,EGP,10,Laptops,Black
XPRS-00292,MSI Vector 16 HX AI A2XWIG - Intel Core Ultra 9 275HX - RTX 5080 - 16 GB Ram - 1TB SSD,MSI,159000.00,EGP,10,Laptops,Gray
XPRS-00293,l'avvento (MO34W) 2.4GHz Wireless Mouse - White,L'avvento,550.00,EGP,10,Mice & Trackballs,
XPRS-00294,Recci Space Capsule Wireless Mouse Recci RCS-M01,Recci,815.00,EGP,10,Mice & Trackballs,Gray|Clear
XPRS-00295,L’avvento Mouse Dual Mode Bluetooth 2.4GHz with Re-Chargeable Battery - Grey,L'avvento,818.00,EGP,10,Mice & Trackballs,
XPRS-00296,RODE PSA1 Studio Arm,RODE,6000.00,EGP,10,Microphone Accessories,Black
XPRS-00297,Recci Wireless Lavalier ENC Microphone RA39,Recci,1645.00,EGP,10,Microphones,Black
XPRS-00298,RODE NT-USB Mini Studio-Quality USB Microphone,RODE,6500.00,EGP,10,Microphones,Black|Multicolor
XPRS-00299,RODE Wireless Micro,RODE,8500.00,EGP,10,Microphones,Black|White
XPRS-00300,RODE XCM-50 Microphone,RODE,8500.00,EGP,10,Microphones,Black
XPRS-00301,RODE Wireless GO II (Single),RODE,9000.00,EGP,10,Microphones,Black
XPRS-00302,RODE Podcaster Dynamic Broadcast USB Microphone,RODE,10000.00,EGP,10,Microphones,White
XPRS-00303,RODE NT-USB+ Professional USB Microphone,RODE,11000.00,EGP,10,Microphones,Black|Multicolor
XPRS-00304,RODE Wireless GO II (Dual),RODE,12000.00,EGP,10,Microphones,Black
XPRS-00305,RODE PodMic USB Dynamic Broadcast Microphone,RODE,14000.00,EGP,10,Microphones,Black
XPRS-00306,RODE Interview PRO Wireless Microphone Specification,RODE,14000.00,EGP,10,Microphones,Black
XPRS-00307,RODE Wireless GO (Gen 3),RODE,15000.00,EGP,10,Microphones,Black|Blue|Red|Green|Orange 12 F|Pink|Purple|White|Clay
XPRS-00308,RODE Wireless PRO Premium Wireless Microphone System,RODE,20000.00,EGP,10,Microphones,Black
XPRS-00309,RODE Broadcaster Microphone,RODE,22000.00,EGP,10,Microphones,Silver|White
XPRS-00310,"Armadillo Microwave Digital 30L, 950-1320W - Silver",Armadillo,6299.00,EGP,10,Microwave Ovens,
XPRS-00311,Tornado Microwave Solo 25 Liter 900 Watt Silver - TM-25MS,Tornado,7099.00,EGP,10,Microwave Ovens,Silver
XPRS-00312,"Samsung Digital Solo Microwave, 23 Liter, 800 Watt, White - MS23K3614AW/GY",Samsung,7599.00,EGP,10,Microwave Ovens,White
XPRS-00313,"Tornado Solo Microwave, 900 Watt, 25 Liter, Large LED Display - Black - TMD-25SE-BK",Tornado,7699.00,EGP,10,Microwave Ovens,Black
XPRS-00314,Tornado Microwave Grill 36 Liter 1000 Watt 6 Feet Stainless - TMD-36GE-SS,Tornado,10299.00,EGP,10,Microwave Ovens,Silver
XPRS-00315,Sharp Microwave Grill 34 Liter 1000 Watt 9 Menus Stainless - R-770AR(ST),Sharp,11699.00,EGP,10,Microwave Ovens,Silver
XPRS-00316,"Samsung Digital Solo Microwave, 32 Liter, 1500 Watt, Black - MS32DG4504AT/GY",Samsung,12499.00,EGP,10,Microwave Ovens,
XPRS-00317,Samsung Digital Microwave With Grill 32 Liter 900 Watt - Black - MG32DG4524AGGY,Samsung,12899.00,EGP,10,Microwave Ovens,
XPRS-00318,"Samsung Microwave with Grill, 40 Liters, Black and Silver - MG40DG5524ATGY",Samsung,14499.00,EGP,10,Microwave Ovens,
XPRS-00319,Apple AirTag 1 Pack,Apple,2990.00,EGP,10,Mobile & Smart Phone Accessories,White
XPRS-00320,Apple AirTag 4 Pack,Apple,9121.00,EGP,10,Mobile & Smart Phone Accessories,White
XPRS-00321,"Infinix Smart 10 - 4G Dual Sim, 3GB RAM, 64GB",Infinix,5149.00,EGP,10,Mobile & Smart Phones,Blue|Gold|Black|Titanium
XPRS-00322,Samsung Galaxy A07 4G - 4GB Ram - 64GB (Local Warranty),Samsung,5660.00,EGP,10,Mobile & Smart Phones,Gray|Light Purple|Dark Green
XPRS-00323,"Infinix Smart 10 - 4G Dual Sim, 4GB RAM, 128GB",Infinix,5777.00,EGP,10,Mobile & Smart Phones,Blue|Gold|Black|Titanium White Silver
XPRS-00324,Honor X5c 4G - 4GB Ram - 64GB (Local Warranty),Honor,6390.00,EGP,10,Mobile & Smart Phones,Black|Cyan
XPRS-00325,Xiaomi redmi A5 (4GB Ram / 128GB) (Local Warranty),Xiaomi,6499.00,EGP,10,Mobile & Smart Phones,Midnight|Gold|Green
XPRS-00326,Samsung Galaxy A07 4G - 4GB Ram - 128GB (Local Warranty),Samsung,6770.00,EGP,10,Mobile & Smart Phones,Gray|Light Purple|Dark Green
XPRS-00327,Vivo Y05 4G 4GB 64GB,VIVO,6790.00,EGP,10,Mobile & Smart Phones,
XPRS-00328,"Samsung Galaxy A06 - 4G, Dual Sim 6GB Ram 128GB (ضمان الوكيل)",Samsung,6928.00,EGP,10,Mobile & Smart Phones,Black|Blue|Gold
XPRS-00329,"Realme Note 60X Dual Sim, 4G , 4GB RAM - 128GB ( ضمان الوكيل )",Realme,6999.00,EGP,10,Mobile & Smart Phones,
XPRS-00330,Honor X5c Plus 4G - 4GB Ram - 128GB (Local Warranty),Honor,7070.00,EGP,10,Mobile & Smart Phones,Cyan|Black
XPRS-00331,Infinix Hot 60i (6GB RAM / 128GB),Infinix,7350.00,EGP,10,Mobile & Smart Phones,Black|Silver|Deep Blue
XPRS-00332,Honor X6C 4G (6GB Ram/128GB) (Local Warranty),Honor,7555.00,EGP,10,Mobile & Smart Phones,Cyan|Black|White
XPRS-00333,Samsung Galaxy A07 4G - 6GB Ram - 128GB (Local Warranty),Samsung,7660.00,EGP,10,Mobile & Smart Phones,Gray|Light Purple|Dark Green
XPRS-00334,Xiaomi Redmi 15C 4G - 6GB Ram - 128GB Storage - (ضمان الوكيل),Xiaomi,7699.00,EGP,10,Mobile & Smart Phones,Black
XPRS-00335,Vivo Y05 4G 4GB 128GB,VIVO,7790.00,EGP,10,Mobile & Smart Phones,
XPRS-00336,Oppo A5X 4G Dual SIM (4GB Ram/ 128GB) (Local Warranty),OPPO,7812.00,EGP,10,Mobile & Smart Phones,White|Navy Blue
XPRS-00337,Honor X6C 4G (6GB Ram/256GB) (Local Warranty),Honor,7899.00,EGP,10,Mobile & Smart Phones,Cyan|Black|White
XPRS-00338,Vivo Y19s 4G - 6GB Ram - 128GB (Local Warranty),VIVO,8045.00,EGP,10,Mobile & Smart Phones,Black|Silver
XPRS-00339,Infinix Hot 60 5G - 6GB Ram - 128GB (Local Warranty),Infinix,8099.00,EGP,10,Mobile & Smart Phones,Blue|Brown|Green|Gray|Silver
XPRS-00340,Vivo Y19s Pro - 6GB Ram - 128GB (Local Warranty),VIVO,8157.00,EGP,10,Mobile & Smart Phones,Black|Silver
XPRS-00341,"Motorola Moto G35 5G - 256GB, 8GB RAM (ضمان الوكيل)",Motorola,8157.00,EGP,10,Mobile & Smart Phones,Black|Bronze|Leaf Green
XPRS-00342,Vivo Y19s Pro - 6GB Ram - 256GB (Local Warranty),VIVO,8381.00,EGP,10,Mobile & Smart Phones,Black|Silver
XPRS-00343,Xiaomi Redmi 15C 4G - 8GB Ram - 256GB Storage - (ضمان الوكيل),Xiaomi,8499.00,EGP,10,Mobile & Smart Phones,Black
XPRS-00344,Infinix Hot 60i (8GB RAM / 256GB),Infinix,8699.00,EGP,10,Mobile & Smart Phones,Black|Silver|Deep Blue
XPRS-00345,Vivo Y29 4G - 8GB Ram - 128GB (Local warranty),VIVO,8870.00,EGP,10,Mobile & Smart Phones,Brown|White
XPRS-00346,Xiaomi Redmi 15 4G (6GB Ram / 128GB) (Local Warranty),Xiaomi,8899.00,EGP,10,Mobile & Smart Phones,Black|Purple|Gray
XPRS-00347,Samsung Galaxy A17 4G - 4GB Ram - 128GB (Local Warranty),Samsung,8990.00,EGP,10,Mobile & Smart Phones,Black|Gray|Light Blue
XPRS-00348,Vivo Y21d 4G - 6GB Ram - 128GB (Local Warranty),VIVO,9690.00,EGP,10,Mobile & Smart Phones,Jade Green|Coral Red
XPRS-00349,"Oppo A6 4G - 4GB Ram, 128GB",OPPO,9699.00,EGP,10,Mobile & Smart Phones,Sapphire Blue|Aurora Gold
XPRS-00350,Infinix Hot 60 pro (8GB Ram/256GB Storage) (Local Warranty),Infinix,9888.00,EGP,10,Mobile & Smart Phones,Silver|Black|Coral
XPRS-00351,Xiaomi Redmi 15 4G (8GB Ram / 256GB) (Local Warranty),Xiaomi,9899.00,EGP,10,Mobile & Smart Phones,Black|Purple|Gray
XPRS-00352,Vivo Y29 4G - 8GB Ram - 256GB (Local Warranty),VIVO,9910.00,EGP,10,Mobile & Smart Phones,Brown|White
XPRS-00353,Samsung Galaxy A07 4G - 8GB Ram - 256GB (Local Warranty),Samsung,9999.00,EGP,10,Mobile & Smart Phones,Black|Light Purple|Dark Green
XPRS-00354,Samsung Galaxy A17 4G - 6GB Ram - 128GB (Local Warranty),Samsung,9999.00,EGP,10,Mobile & Smart Phones,Black|Gray|Light Blue
XPRS-00355,Vivo Y21d 4G - 6GB Ram - 256GB (Local Warranty),VIVO,10590.00,EGP,10,Mobile & Smart Phones,Jade Green|Coral Red
XPRS-00356,"Oppo A6 4G - 6GB Ram, 128GB",OPPO,10999.00,EGP,10,Mobile & Smart Phones,Sapphire Blue|Aurora Gold
XPRS-00357,Honor X7D 4G (8GB Ram/256GB) (Local Warranty),Honor,11111.00,EGP,10,Mobile & Smart Phones,Desert Gold|Silver|Black
XPRS-00358,Xiaomi Redmi Note 15 4G 6GB Ram 128GB,Xiaomi,11499.00,EGP,10,Mobile & Smart Phones,Purple|Black|Forest Green|Blue
XPRS-00359,Motorola Moto G56 Dual SIM (12GB Ram/ 256GB) (Local Warranty),Motorola,11555.00,EGP,10,Mobile & Smart Phones,Green|Blue
XPRS-00360,Infinix Hot 60 Pro plus 8GB Ram - 256GB (Local Warranty),Infinix,11777.00,EGP,10,Mobile & Smart Phones,Sleek Black|Silver|Coral
XPRS-00361,Samsung Galaxy A17 4G - 8GB Ram - 256GB (Local Warranty),Samsung,11950.00,EGP,10,Mobile & Smart Phones,Black|Gray|Light Blue
XPRS-00362,Vivo Y31D 4G 8GB 128GB,VIVO,11990.00,EGP,10,Mobile & Smart Phones,Gold|Gray
XPRS-00363,Nothing CMF Phone 1 8GB Ram 128GB (official warranty),Nothing,12199.00,EGP,10,Mobile & Smart Phones,Gray|Green|Orange 12 F
XPRS-00364,Motorola Moto G85 5G (256GB/12GB RAM) (Local Warranty),Motorola,12399.00,EGP,10,Mobile & Smart Phones,Gray|Blue|Green|Yellow
XPRS-00365,Xiaomi Redmi Note 15 4G 8GB Ram 256GB,Xiaomi,12499.00,EGP,10,Mobile & Smart Phones,Purple|Black|Forest Green|Blue
XPRS-00366,Vivo Y31D 4G 8GB 256GB,VIVO,12990.00,EGP,10,Mobile & Smart Phones,Gold|Gray
XPRS-00367,"Realme 14T ,Dual Sim,5G , 8GB RAM - 256GB ( ضمان الوكيل )",Realme,12990.00,EGP,10,Mobile & Smart Phones,
XPRS-00368,"Oppo A6 4G - 8GB Ram, 256GB",OPPO,12999.00,EGP,10,Mobile & Smart Phones,Sapphire Blue|Aurora Gold
XPRS-00369,Samsung Galaxy A26 Dual Sim 5G 6GB 128GB (ضمان الوكيل),Samsung,13444.00,EGP,10,Mobile & Smart Phones,Black|Pink|White
XPRS-00370,Infinix Note 50S 5G - 8GB Ram - 256GB (Local Warranty),Infinix,13999.00,EGP,10,Mobile & Smart Phones,Blue|Gray|Red
